year	sex	name	n	prop
2008	M	Mohammad	348	1.5975e-4
2008	M	Ashley	53	2.433e-5
2008	M	Florian	17	7.8e-6
2008	M	Caroline	12	5.51e-6
2008	M	Hannah	12	5.51e-6
2008	M	Page	6	2.75e-6
2009	F	Ashley	7813	0.00386213
2009	F	Hannah	7568	0.00374102
2009	F	Caroline	3623	0.00179092
2009	F	Karina	1120	5.5364e-4
2009	F	Claudia	642	3.1735e-4
2009	F	Helena	533	2.6347e-4
2009	F	Teresa	453	2.2393e-4
2009	F	Magdalena	270	1.3347e-4
2009	F	Stefanie	108	5.339e-5
2009	F	Karin	43	2.126e-5
2009	F	Clarice	39	1.928e-5
2009	F	Oona	34	1.681e-5
2009	F	Page	29	1.434e-5
2009	F	Charmaine	28	1.384e-5
2009	M	Ahmad	567	2.6758e-4
2009	M	Mohammad	420	1.9821e-4
2009	M	Ashley	37	1.746e-5
2009	M	Florian	15	7.08e-6
2009	M	Hannah	13	6.14e-6
2009	M	Page	6	2.83e-6
2010	F	Hannah	6987	0.00356792
2010	F	Ashley	6312	0.00322323
2010	F	Caroline	3358	0.00171477
2010	F	Karina	1110	5.6682e-4
2010	F	Claudia	583	2.9771e-4
2010	F	Helena	550	2.8086e-4
2010	F	Teresa	410	2.0937e-4
2010	F	Magdalena	229	1.1694e-4
2010	F	Stefanie	84	4.289e-5
2010	F	Oona	41	2.094e-5
2010	F	Karin	39	1.992e-5
2010	F	Clarice	35	1.787e-5
2010	F	Charmaine	24	1.226e-5
2010	F	Page	23	1.174e-5
2010	F	Hanne	9	4.6e-6
2010	M	Ahmad	494	2.4073e-4
2010	M	Mohammad	370	1.803e-4
2010	M	Ashley	31	1.511e-5
2010	M	Florian	25	1.218e-5
2010	M	Hannah	8	3.9e-6
2011	F	Hannah	6566	0.0033932
2011	F	Ashley	5398	0.0027896
2011	F	Caroline	3369	0.00174104
2011	F	Karina	933	4.8216e-4
2011	F	Teresa	543	2.8061e-4
2011	F	Helena	491	2.5374e-4
2011	F	Claudia	474	2.4496e-4
2011	F	Magdalena	213	1.1007e-4
2011	F	Stefanie	78	4.031e-5
2011	F	Oona	48	2.481e-5
2011	F	Clarice	37	1.912e-5
2011	F	Karin	29	1.499e-5
2011	F	Page	26	1.344e-5
2011	F	Charmaine	22	1.137e-5
2011	M	Ahmad	426	2.1e-4
2011	M	Mohammad	398	1.962e-4
2011	M	Ashley	37	1.824e-5
2011	M	Florian	14	6.9e-6
2011	M	Hannah	6	2.96e-6
2011	M	Karin	6	2.96e-6
2012	F	Hannah	7274	0.00375677
2012	F	Ashley	4698	0.00242635
2012	F	Caroline	3415	0.00176373
2012	F	Karina	857	4.4261e-4
2012	F	Helena	527	2.7218e-4
2012	F	Claudia	485	2.5049e-4
2012	F	Teresa	469	2.4222e-4
2012	F	Magdalena	216	1.1156e-4
2012	F	Stefanie	60	3.099e-5
2012	F	Oona	40	2.066e-5
2012	F	Clarice	36	1.859e-5
2012	F	Karin	31	1.601e-5
2012	F	Page	25	1.291e-5
2012	F	Charmaine	20	1.033e-5
2012	M	Ahmad	444	2.1916e-4
2012	M	Mohammad	424	2.0929e-4
2012	M	Ashley	17	8.39e-6
2012	M	Florian	13	6.42e-6
2012	M	Hannah	5	2.47e-6
2013	F	Hannah	7294	0.00379134
2013	F	Caroline	3979	0.00206824
2013	F	Ashley	3937	0.00204641
2013	F	Karina	802	4.1687e-4
2013	F	Helena	541	2.8121e-4
2013	F	Teresa	435	2.2611e-4
2013	F	Claudia	432	2.2455e-4
2013	F	Magdalena	215	1.1175e-4
2013	F	Stefanie	52	2.703e-5
2013	F	Oona	38	1.975e-5
2013	F	Clarice	37	1.923e-5
2013	F	Karin	37	1.923e-5
2013	F	Page	26	1.351e-5
2013	F	Charmaine	17	8.84e-6
2013	M	Ahmad	458	2.271e-4
2013	M	Mohammad	446	2.2115e-4
2013	M	Ashley	38	1.884e-5
2013	M	Hannah	9	4.46e-6
2013	M	Florian	8	3.97e-6
2013	M	Page	8	3.97e-6
2014	F	Hannah	6579	0.00337099
2014	F	Caroline	4343	0.00222529
2014	F	Ashley	3554	0.00182102
2014	F	Karina	737	3.7763e-4
2014	F	Helena	623	3.1922e-4
2014	F	Teresa	389	1.9932e-4
2014	F	Claudia	384	1.9676e-4
2014	F	Magdalena	273	1.3988e-4
2014	F	Oona	63	3.228e-5
2014	F	Clarice	51	2.613e-5
2014	F	Stefanie	47	2.408e-5
2014	F	Page	26	1.332e-5
2014	F	Karin	25	1.281e-5
2014	F	Charmaine	19	9.74e-6
2014	F	Hanne	5	2.56e-6
2014	M	Ahmad	488	2.387e-4
2014	M	Mohammad	468	2.2892e-4
2014	M	Ashley	40	1.957e-5
2014	M	Florian	16	7.83e-6
2014	M	Caroline	6	2.93e-6
2014	M	Page	6	2.93e-6
2014	M	Hannah	5	2.45e-6
2015	F	Hannah	6406	0.00329304
2015	F	Caroline	4324	0.00222277
2015	F	Ashley	3423	0.00175961
2015	F	Karina	689	3.5418e-4
2015	F	Helena	581	2.9867e-4
2015	F	Teresa	427	2.195e-4
2015	F	Claudia	378	1.9431e-4
2015	F	Magdalena	234	1.2029e-4
2015	F	Oona	131	6.734e-5
2015	F	Stefanie	49	2.519e-5
2015	F	Clarice	42	2.159e-5
2015	F	Karin	29	1.491e-5
2015	F	Charmaine	18	9.25e-6
2015	F	Page	17	8.74e-6
2015	M	Mohammad	524	2.5707e-4
2015	M	Ahmad	497	2.4383e-4
2015	M	Ashley	26	1.276e-5
2015	M	Florian	17	8.34e-6
2015	M	Hannah	9	4.42e-6
2016	F	Hannah	6002	0.00311236
2016	F	Caroline	4422	0.00229305
2016	F	Ashley	3036	0.00157433
2016	F	Karina	628	3.2565e-4
2016	F	Helena	599	3.1061e-4
2016	F	Teresa	436	2.2609e-4
2016	F	Claudia	372	1.929e-4
2016	F	Magdalena	261	1.3534e-4
2016	F	Oona	111	5.756e-5
2016	F	Stefanie	47	2.437e-5
2016	F	Clarice	43	2.23e-5
2016	F	Karin	26	1.348e-5
2016	F	Page	20	1.037e-5
2016	F	Charmaine	15	7.78e-6
2016	M	Ahmad	466	2.3095e-4
2016	M	Mohammad	450	2.2302e-4
2016	M	Ashley	34	1.685e-5
2016	M	Florian	18	8.92e-6
2017	F	Hannah	5872	0.0031319
2017	F	Caroline	4270	0.00227746
2017	F	Ashley	2517	0.00134247
2017	F	Helena	600	3.2002e-4
2017	F	Karina	562	2.9975e-4
2017	F	Teresa	395	2.1068e-4
2017	F	Claudia	325	1.7334e-4
2017	F	Magdalena	275	1.4667e-4
2017	F	Oona	93	4.96e-5
2017	F	Clarice	50	2.667e-5
2017	F	Stefanie	38	2.027e-5
2017	F	Karin	30	1.6e-5
2017	F	Page	15	8e-6
2017	F	Charmaine	13	6.93e-6
2017	F	Hanne	5	2.67e-6
2017	M	Ahmad	480	2.4449e-4
2017	M	Mohammad	480	2.4449e-4
2017	M	Ashley	32	1.63e-5
2017	M	Florian	19	9.68e-6
2017	M	Hannah	6	3.06e-6
